Text,Label
"You’re pathetic, seriously. Reason court of about seat assume sort car.",Harassment
The filter can't hide your bad content. 😬 [Post ID: IG73483],Dissing
Why do you even try? You're pathetic. [Discord] 5677,Harassment
"Bro, your takes are so bad they give me brain damage. (5727)",Dissing
"You're so dumb, how do people even watch you? [Instagram] 5663",Harassment
Nobody cares about your opinion. [Instagram] 3260,Harassment
Your tweets are trash. Concern use customer fast the.,Harassment
"Your voice is so annoying, shut up. [Discord] 8374",Harassment
You sound like a dying animal. [Facebook] 6429,Harassment
How do you have any followers? [Facebook] 9690,Harassment
"You're a total loser, get a life. Ground art style.",Harassment
You're trying too hard and still failing. — Posted via Android [Comment ID: FB13101],Dissing
This is the worst thing I've ever seen. [Instagram] 7680,Harassment
Please stop tweeting. Open skill accept very risk check seat process break eight decide data between risk enter.,Harassment
You're a joke. Price rate beat hot head so light share again personal.,Harassment
Did your cat walk on your keyboard? [Facebook] 8313,Flaming/Trolling
Block me if you're scared. Half a allow group certainly factor employee break Mrs address.,Harassment
Is that the best roast you got? [Discord] 8425,Flaming/Trolling
Nobody cares about your opinion. [Facebook] 6228,Harassment
"Every time you speak, I lose brain cells. (2439)",Dissing
You sound like a dying animal. [Instagram] 3752,Harassment
You should be banned for this one. [Tweet ID: 683259],Dissing
"No one likes you, just quit already. [Facebook] 6876",Harassment
Why do you even try? You're pathetic. [Discord] 8881,Harassment
"Another day, another L from you. — Posted via iPhone [Comment ID: FB11975]",Dissing
Reading this lowered my IQ. — Posted via iPhone [Comment ID: FB73187],Dissing
"Nice try, keyboard warrior. [Discord] 3459",Flaming/Trolling
Keep embarrassing yourself. Such customer buy save could style.,Harassment
You're a joke. Head anyone relate spend discussion citizen pattern.,Harassment
"Try harder next time, clown. [Discord] 9481",Flaming/Trolling
You argue like it's your full-time job—and you're still bad at it. (5680),Dissing
Is that the best roast you got? [Facebook] 5096,Flaming/Trolling
You're the human version of a pop-up ad. — Posted via Android [Comment ID: FB52757],Dissing
You really thought this was a good take? [Discord] 9468,Flaming/Trolling
"You're so dumb, how do people even watch you? [Instagram] 2441",Harassment
"This is cringe, stop posting. [Facebook] 6538",Harassment
This is the worst thing I've seen today. [Comment ID: 4248],Dissing
Why do you even try? You're pathetic. [Instagram] 2795,Harassment
Internet would be a better place without this. — Posted via Web [Comment ID: FB40576],Dissing
"Wow, Literally no one asked for this garbage. 😆 lmao",Flaming/Trolling
Your tweets are a war crime. [Tweet ID: 300928],Dissing
"Keep crying, it's entertaining. [Discord] 5084",Flaming/Trolling
You're consistent—consistently bad. — Posted via Web [Comment ID: FB61217],Dissing
Nobody cares about your opinion. [Discord] 1013,Harassment
You're the reason the internet is unbearable. Everyone quality candidate pay dinner eat nation hundred wide top perform expect drop likely property decade.,Harassment
Imagine thinking this was okay to post. [Tweet ID: 771549],Dissing
"No one likes you, just quit already. [Facebook] 3713",Harassment
"Keep crying, it's entertaining. [Instagram] 7712",Flaming/Trolling
Unbelievable how awful this is. [Comment ID: 3625],Dissing
"Nice try, keyboard warrior. [Facebook] 2260",Flaming/Trolling
Instagram should charge you for this post. 😑 [Post ID: IG58564],Dissing
"Try harder next time, clown. [Instagram] 1894",Flaming/Trolling
Why do you even try? You're pathetic. [Instagram] 7653,Harassment
"Try harder next time, clown. [Facebook] 6747",Flaming/Trolling
Come back when you have a real argument. [Facebook] 9710,Flaming/Trolling
You must be fun at parties… not. [Instagram] 2120,Flaming/Trolling
Come back when you have a real argument. [Discord] 1712,Flaming/Trolling
You're the reason the internet is trash. [Discord] 9196,Flaming/Trolling
Your aesthetic is just chaos and confusion. 🙃 [Post ID: IG27110],Dissing
You're a joke. Technology cup always condition.,Harassment
Why do you even try? You're pathetic. [Instagram] 5983,Harassment
The filter can't hide your bad content. 🚫 [Post ID: IG69564],Dissing
Please stop. For the sake of humanity. — Posted via Android [Comment ID: FB52112],Dissing
"No one likes you, just quit already. [Discord] 6439",Harassment
"Your voice is so annoying, shut up. [Facebook] 4506",Harassment
This is the worst take I've seen all day. Amount give possible write military so phone apply break business answer special.,Harassment
"Wow, Cringe overload, stop posting. 😆 no cap",Flaming/Trolling
"Bro, your takes are so bad they give me brain damage. (2716)",Dissing
You have no clue what you're talking about. Keep anything better when sell space watch job push onto now oil model Mr.,Harassment
Why does this exist? Utter garbage. 😆 💯,Flaming/Trolling
"Your thoughts shouldn't be posted, ever. — Posted via Android [Comment ID: FB44673]",Dissing
Why do you even try? You're pathetic. [Instagram] 1825,Harassment
Your tweets are a war crime. [Tweet ID: 678545],Dissing
Is that the best roast you got? [Discord] 4935,Flaming/Trolling
"Try harder next time, clown. [Instagram] 3350",Flaming/Trolling
This tweet gave me a virtual rash. [Tweet ID: 678206],Dissing
Is that the best roast you got? [Facebook] 4123,Flaming/Trolling
Is that the best roast you got? [Facebook] 1486,Flaming/Trolling
You're ugly and talentless. [Facebook] 2977,Harassment
"Every time you post, an English teacher cries. — Posted via Android [Comment ID: FB69270]",Dissing
How did you manage to post this unironically? 🚫 [Post ID: IG41635],Dissing
Even the algorithm gave up on you. 🤡 [Post ID: IG74324],Dissing
Did your cat walk on your keyboard? [Discord] 7417,Flaming/Trolling
Nobody cares about your opinion. [Discord] 4298,Harassment
You really thought this was a good take? [Facebook] 5989,Flaming/Trolling
Block me if you're scared. Image performance white in which production.,Harassment
Come back when you have a real argument. [Facebook] 3230,Flaming/Trolling
You're not going viral for the right reasons. 🚫 [Post ID: IG23102],Dissing
Cringe level: influencer. 😑 [Post ID: IG18602],Dissing
Try harder next time... or maybe don't. — Posted via Android [Comment ID: FB48697],Dissing
Ratio. No one's agreeing with you. (4181),Dissing
You're the reason the internet is trash. [Instagram] 8522,Flaming/Trolling
You really thought this was a good take? [Instagram] 1896,Flaming/Trolling
Your content is the reason the mute button exists. — Posted via Web [Comment ID: FB73093],Dissing
"Honestly, This video is trash, just like your channel. 😑 fr",Flaming/Trolling
Is that the best roast you got? [Discord] 3351,Flaming/Trolling
The filter can't hide your bad content. 🚫 [Post ID: IG64226],Dissing
Your tweets are trash. Low number out anything employee speak half clearly time east.,Harassment
"Bro, your takes are so bad they give me brain damage. (2188)",Dissing
Trying hard for clout but it's not working. 🤡 [Post ID: IG83265],Dissing
"Nice try, keyboard warrior. [Facebook] 3679",Flaming/Trolling
How did you manage to post this unironically? 😑 [Post ID: IG92804],Dissing
Delete your account. My offer win whether ground yourself instead alone memory stock ball full.,Harassment
This is the reason we can't have nice things. — Posted via Android [Comment ID: FB97714],Dissing
"Your voice is so annoying, shut up. [Instagram] 5479",Harassment
"Dude, Delete your channel, save us the pain.  no cap",Flaming/Trolling
How do you have any followers? [Facebook] 3533,Harassment
Imagine being this dumb. Force agreement medical view over must determine whether we unit truth ball finally.,Harassment
Bold of you to assume this is content. [Tweet ID: 839997],Dissing
Your opinion? Rejected. [Tweet ID: 933629],Dissing
You're ugly and talentless. [Instagram] 7908,Harassment
"Try harder next time, clown. [Facebook] 3312",Flaming/Trolling
You're ugly and talentless. [Facebook] 9176,Harassment
Come back when you have a real argument. [Facebook] 1318,Flaming/Trolling
You have no clue what you're talking about. Live way would onto boy.,Harassment
You're consistent—consistently bad. — Posted via iPhone [Comment ID: FB45298],Dissing
"Try harder next time, clown. [Facebook] 6202",Flaming/Trolling
Is that the best roast you got? [Discord] 9230,Flaming/Trolling
This is the worst thing I've ever seen. [Instagram] 9630,Harassment
"Honestly, Imagine thinking this was good content.  ngl",Flaming/Trolling
Every word in this tweet is a mistake. [Tweet ID: 530886],Dissing
You're the reason the internet is trash. [Discord] 8539,Flaming/Trolling
Please stop tweeting. No general argue long involve win opportunity note according.,Harassment
"Try harder next time, clown. [Discord] 5464",Flaming/Trolling
You must be fun at parties… not. [Facebook] 1040,Flaming/Trolling
Imagine being this dumb. Go executive win approach world.,Harassment
You sound like a dying animal. [Discord] 4321,Harassment
You're not him. Never were. [Tweet ID: 615401],Dissing
How do you have any followers? [Facebook] 9218,Harassment
This post gave me a headache. — Posted via iPhone [Comment ID: FB61089],Dissing
This is the worst take I've seen all day. Reflect four across civil suggest stock inside ground summer.,Harassment
Come back when you have a real argument. [Facebook] 6326,Flaming/Trolling
Your tweets are a war crime. [Tweet ID: 278159],Dissing
"This is cringe, stop posting. [Instagram] 4727",Harassment
"Dude, Literally no one asked for this garbage. 🤦",Flaming/Trolling
"Wow, LOL this guy thinks he's funny, what a joke. 😂 fr",Flaming/Trolling
You're the reason the internet is trash. [Facebook] 9276,Flaming/Trolling
You sound like a dying animal. [Instagram] 3456,Harassment
Why do you even try? You're pathetic. [Discord] 9879,Harassment
You must be fun at parties… not. [Facebook] 9625,Flaming/Trolling
"No one likes you, just quit already. [Instagram] 3441",Harassment
"Your voice is so annoying, shut up. [Instagram] 2385",Harassment
Literally nobody asked. As model nice picture able stop year choice this leg.,Harassment
This caption is a whole joke. 🙃 [Post ID: IG77852],Dissing
Classic example of what NOT to do on YouTube. 🤦 fr,Flaming/Trolling
Please stop tweeting. Experience many rule fill.,Harassment
Why do you even try? You're pathetic. [Discord] 8470,Harassment
You're not going viral for the right reasons. 🚫 [Post ID: IG28074],Dissing
This is the worst take I've seen all day. Woman with the song model evidence leg form fast rule safe our.,Harassment
You're ugly and talentless. [Instagram] 8970,Harassment
"No one likes you, just quit already. [Instagram] 2067",Harassment
Your comment gave me brain damage. [Discord] 3374,Flaming/Trolling
"Your voice is so annoying, shut up. [Instagram] 2850",Harassment
How do you have any followers? [Instagram] 8130,Harassment
Come back when you have a real argument. [Instagram] 7880,Flaming/Trolling
This is why I lost faith in humanity. — Posted via iPhone [Comment ID: FB14294],Dissing
Trying hard for clout but it's not working. 👎 [Post ID: IG53719],Dissing
This is the worst thing I've ever seen. [Instagram] 2558,Harassment
Delete your account. Need community possible raise.,Harassment
You keep outdoing yourself in being wrong. — Posted via iPhone [Comment ID: FB87496],Dissing
Block me if you're scared. Market all behind with respond term walk show section fire.,Harassment
Classic example of what NOT to do on YouTube. 🤦 💯,Flaming/Trolling
You're out here posting like it's 2010. 💀 [Post ID: IG11296],Dissing
You're the reason the block button exists. (5402),Dissing
"Everyone hates you here, go away. Talk yard can poor policy.",Harassment
You really thought this was a good take? [Facebook] 7488,Flaming/Trolling
Why do you even try? You're pathetic. [Instagram] 5344,Harassment
Why do you even try? You're pathetic. [Facebook] 9869,Harassment
A clown emoji isn't enough. You need the whole circus. [Tweet ID: 774828],Dissing
This post is why I stopped scrolling. 🙃 [Post ID: IG38398],Dissing
This is the worst thing I've seen today. — Posted via Web [Comment ID: FB83392],Dissing
Please stop tweeting. Skin office benefit past.,Harassment
You must be fun at parties… not. [Instagram] 4475,Flaming/Trolling
This is the worst take I've seen all day. Everyone step reflect economic just right citizen pull born move car.,Harassment
How do you have any followers? [Discord] 5541,Harassment
"You're not funny, you're just loud. (8700)",Dissing
This tweet is why aliens won’t visit us. [Tweet ID: 689643],Dissing
"You're a total loser, get a life. Least power during budget response consumer state artist cell last experience school.",Harassment
"This is cringe, stop posting. [Facebook] 1817",Harassment
You out here typing like anyone cares. (7573),Dissing
This post is why I stopped scrolling. 💀 [Post ID: IG11768],Dissing
A clown emoji isn't enough. You need the whole circus. [Tweet ID: 388393],Dissing
Delete this while you still can. — Posted via Web [Comment ID: FB19787],Dissing
You must be fun at parties… not. [Instagram] 1191,Flaming/Trolling
Come back when you have a real argument. [Facebook] 1376,Flaming/Trolling
Come back when you have a real argument. [Discord] 5907,Flaming/Trolling
Trying hard for clout but it's not working. 🤡 [Post ID: IG19051],Dissing
Congratulations on being wrong again. [Tweet ID: 916020],Dissing
"Try harder next time, clown. [Instagram] 3938",Flaming/Trolling
"You're not funny, you're just loud. (3587)",Dissing
"Try harder next time, clown. [Discord] 3274",Flaming/Trolling
This is the worst thing I've ever seen. [Facebook] 3158,Harassment
Did your cat walk on your keyboard? [Instagram] 8418,Flaming/Trolling
Your tweets are a war crime. [Tweet ID: 309704],Dissing
Nobody cares about your opinion. [Instagram] 3609,Harassment
"Everyone hates you here, go away. Standard beyond trouble capital American prove sea sort animal mention.",Harassment
This is the worst thing I've ever seen. [Discord] 5966,Harassment
A moment of silence for your dignity. [Tweet ID: 114203],Dissing
"Wow, LOL this guy thinks he's funny, what a joke. 😆 💯",Flaming/Trolling
You must be fun at parties… not. [Facebook] 8955,Flaming/Trolling
This pic should’ve stayed in your drafts. 😬 [Post ID: IG82219],Dissing
Ratio. No one's agreeing with you. (2801),Dissing
You have no clue what you're talking about. Friend treat market drive if.,Harassment
"You're so dumb, how do people even watch you? [Instagram] 3358",Harassment
Take the L and log off. (3590),Dissing
You just tweeted pure nonsense. — Posted via Android [Comment ID: FB22460],Dissing
Try harder next time. That was weak. (2808),Dissing
Why does this even exist? [Comment ID: 3505],Dissing
Imagine thinking this was okay to post. [Tweet ID: 982624],Dissing
"Nice try, keyboard warrior. [Instagram] 2537",Flaming/Trolling
You're the reason the block button exists. (3137),Dissing
"Keep crying, it's entertaining. [Discord] 6288",Flaming/Trolling
"Nice try, keyboard warrior. [Instagram] 1955",Flaming/Trolling
You sound like a dying animal. [Instagram] 4791,Harassment
You're ugly and talentless. [Instagram] 7724,Harassment
Delete this before it embarrasses you more. 👎 [Post ID: IG16577],Dissing
How did you manage to post this unironically? 😑 [Post ID: IG36186],Dissing
Is that the best roast you got? [Facebook] 4150,Flaming/Trolling
"This is cringe, stop posting. [Facebook] 6593",Harassment
You're like a walking L. Sit down. (1886),Dissing
Come back when you have a real argument. [Discord] 1312,Flaming/Trolling
Your takes are consistently garbage. — Posted via Android [Comment ID: FB69303],Dissing
"Your voice is so annoying, shut up. [Instagram] 7776",Harassment
Nobody cares about your opinion. [Instagram] 6791,Harassment
Literally nobody asked. End expect just.,Harassment
Bold of you to assume this is content. [Tweet ID: 310329],Dissing
"No one likes you, just quit already. [Facebook] 7335",Harassment
This is the worst thing I've seen today. [Comment ID: 2292],Dissing
You're proof that Wi-Fi shouldn't be free. (7169),Dissing
Just say you want attention and go. — Posted via iPhone [Comment ID: FB36008],Dissing
You really thought this was a good take? [Discord] 7211,Flaming/Trolling
Your tweets are a war crime. [Tweet ID: 725120],Dissing
"This is cringe, stop posting. [Instagram] 6407",Harassment
Nobody cares about your opinion. [Facebook] 9851,Harassment
You're ugly and talentless. [Discord] 1077,Harassment
How do you have any followers? [Instagram] 8473,Harassment
You're a joke. Mother system no purpose thousand.,Harassment
"Wow, Cringe overload, stop posting.  fr",Flaming/Trolling
You dropped this 👎 [Tweet ID: 603276],Dissing
"You're so dumb, how do people even watch you? [Facebook] 8466",Harassment
Come back when you have a real argument. [Discord] 5442,Flaming/Trolling
"Try harder next time, clown. [Instagram] 1166",Flaming/Trolling
Block me if you're scared. Production discussion will about beautiful hit.,Harassment
This is the worst thing I've seen today. — Posted via Android [Comment ID: FB65426],Dissing
You're out here posting like it's 2010. 👎 [Post ID: IG97069],Dissing
"This is cringe, stop posting. [Facebook] 2091",Harassment
Is that the best roast you got? [Discord] 3677,Flaming/Trolling
Is that the best roast you got? [Facebook] 5323,Flaming/Trolling
You sound like a dying animal. [Instagram] 3575,Harassment
This is the worst thing I've ever seen. [Facebook] 8787,Harassment
I want my time back after reading this. [Tweet ID: 792143],Dissing
Bro really thought he did something 💀 [Tweet ID: 406169],Dissing
"Nice try, keyboard warrior. [Facebook] 4024",Flaming/Trolling
Did your cat walk on your keyboard? [Facebook] 5219,Flaming/Trolling
Bro really thought he did something 💀 [Tweet ID: 246467],Dissing
Your tweets are trash. Choice our may election identify specific.,Harassment
Did your cat walk on your keyboard? [Facebook] 5073,Flaming/Trolling
"No one likes you, just quit already. [Facebook] 1569",Harassment
You sound like a dying animal. [Facebook] 7908,Harassment
You're trending... for all the wrong reasons. [Tweet ID: 717196],Dissing
Why do you even try? You're pathetic. [Facebook] 2859,Harassment
You argue like it's your full-time job—and you're still bad at it. (3958),Dissing
You're like a walking L. Sit down. (4789),Dissing
This is the worst thing I've ever seen. [Instagram] 1103,Harassment
This belongs in the trash. [Tweet ID: 338066],Dissing
How do you have any followers? [Facebook] 9691,Harassment
This is the worst thing I've ever seen. [Discord] 8376,Harassment
You sound like a dying animal. [Discord] 7325,Harassment
You're consistent—consistently bad. — Posted via Android [Comment ID: FB22283],Dissing
You're not going viral for the right reasons. 🤡 [Post ID: IG88047],Dissing
"Bro, your takes are so bad they give me brain damage. (7637)",Dissing
Try harder next time. That was weak. (6329),Dissing
"You're so dumb, how do people even watch you? [Discord] 8187",Harassment
"Keep crying, it's entertaining. [Facebook] 2093",Flaming/Trolling
"Dude, Classic example of what NOT to do on YouTube. 💀",Flaming/Trolling
"Nice try, keyboard warrior. [Facebook] 8157",Flaming/Trolling
Why do you even try? You're pathetic. [Discord] 1627,Harassment
The vibes are off and so is the lighting. 👎 [Post ID: IG16126],Dissing
"No one likes you, just quit already. [Instagram] 4799",Harassment
This is the worst thing I've ever seen. [Discord] 3179,Harassment
You're proof that Wi-Fi shouldn't be free. (5906),Dissing
"You're not funny, you're just loud. (5151)",Dissing
You really thought this was a good take? [Facebook] 3071,Flaming/Trolling
You sound like a dying animal. [Discord] 1454,Harassment
This post is why I stopped scrolling. 👎 [Post ID: IG79704],Dissing
Why do you even try? You're pathetic. [Instagram] 4189,Harassment
Come back when you have a real argument. [Discord] 2615,Flaming/Trolling
Literally no one asked for this garbage. 😂 no cap,Flaming/Trolling
Imagine being this dumb. State ready allow course travel local current age participant either drug.,Harassment
Did your cat walk on your keyboard? [Instagram] 4874,Flaming/Trolling
Please log off. [Tweet ID: 477403],Dissing
You're like a glitch in the group chat. (6759),Dissing
How did you manage to post this unironically? 🙃 [Post ID: IG41429],Dissing
You're like a glitch in the group chat. (1474),Dissing
This tweet belongs in the trash. — Posted via iPhone [Comment ID: FB17669],Dissing
Please stop. For the sake of humanity. [Comment ID: 7268],Dissing
Who even gave you the idea you could make content? 😂 lmao,Flaming/Trolling
"Bro, This video is trash, just like your channel. 🤦 💯",Flaming/Trolling
Is that the best roast you got? [Facebook] 2004,Flaming/Trolling
Not even your followers liked this. 😬 [Post ID: IG13862],Dissing
Did your cat walk on your keyboard? [Discord] 2306,Flaming/Trolling
"Try harder next time, clown. [Instagram] 8632",Flaming/Trolling
Try harder next time. That was weak. (4831),Dissing
You're not going viral for the right reasons. 🙃 [Post ID: IG37585],Dissing
"Dude, Imagine thinking this was good content. 😆 no cap",Flaming/Trolling
This is the worst thing I've ever seen. [Facebook] 8084,Harassment
Did you film this with a potato? — Posted via Web [Comment ID: FB31500],Dissing
"You're so dumb, how do people even watch you? [Discord] 8349",Harassment
This caption is a whole joke. 😑 [Post ID: IG74597],Dissing
Is that the best roast you got? [Facebook] 7723,Flaming/Trolling
You're ugly and talentless. [Instagram] 5309,Harassment
Come back when you have a real argument. [Instagram] 1709,Flaming/Trolling
Please log off forever. — Posted via iPhone [Comment ID: FB32289],Dissing
Your comment gave me brain damage. [Facebook] 5442,Flaming/Trolling
"Keep crying, it's entertaining. [Facebook] 9815",Flaming/Trolling
Your comment gave me brain damage. [Discord] 1537,Flaming/Trolling
This pic should’ve stayed in your drafts. 😬 [Post ID: IG42170],Dissing
"Try harder next time, clown. [Instagram] 1897",Flaming/Trolling
This caption is a whole joke. 🚫 [Post ID: IG89428],Dissing
No one asked for this. [Comment ID: 7848],Dissing
Your comment gave me brain damage. [Instagram] 2712,Flaming/Trolling
You're like a glitch in the group chat. (1444),Dissing
Delete your account. Community from relate foreign.,Harassment
You have no clue what you're talking about. Contain cell investment student get raise nice Mrs true treatment them.,Harassment
"Keep crying, it's entertaining. [Facebook] 2109",Flaming/Trolling
How did you manage to post this unironically? 😑 [Post ID: IG18816],Dissing
How do you have any followers? [Instagram] 3205,Harassment
Is that the best roast you got? [Instagram] 5476,Flaming/Trolling
"Dude, I lost brain cells watching this. 💀",Flaming/Trolling
Every word in this tweet is a mistake. [Tweet ID: 597896],Dissing
Did your cat walk on your keyboard? [Discord] 5003,Flaming/Trolling
Not even your followers liked this. 💀 [Post ID: IG21386],Dissing
Bro really thought he did something 💀 [Tweet ID: 421058],Dissing
You dropped this 👎 [Tweet ID: 404380],Dissing
"Nice try, keyboard warrior. [Discord] 9510",Flaming/Trolling
Try harder next time... or maybe don't. — Posted via Android [Comment ID: FB55373],Dissing
"Honestly, Do the internet a favor and stop uploading. 😑 smh",Flaming/Trolling
You've officially outdone yourself—in a bad way. — Posted via Web [Comment ID: FB22769],Dissing
You're a joke. Month argue focus else.,Harassment
Come back when you have a real argument. [Instagram] 6412,Flaming/Trolling
Your takes are consistently garbage. — Posted via Android [Comment ID: FB62664],Dissing
You're ugly and talentless. [Instagram] 4292,Harassment
"No one likes you, just quit already. [Discord] 1550",Harassment
Touch grass. Immediately. — Posted via Android [Comment ID: FB88006],Dissing
Unbelievable how awful this is. [Comment ID: 2874],Dissing
Nobody cares about your opinion. [Facebook] 2493,Harassment
"No one likes you, just quit already. [Facebook] 4567",Harassment
"Try harder next time, clown. [Discord] 6136",Flaming/Trolling
Why do you even try? You're pathetic. [Discord] 7374,Harassment
This is the worst thing I've ever seen. [Instagram] 8987,Harassment
Come back when you have a real argument. [Instagram] 4211,Flaming/Trolling
This post screams 'try hard'. 👎 [Post ID: IG32310],Dissing
This is the worst take I've seen all day. Discover because who forward product or network collection.,Harassment
Is that the best roast you got? [Instagram] 7396,Flaming/Trolling
This is what happens when bad ideas go unchecked. — Posted via iPhone [Comment ID: FB51321],Dissing
"This is cringe, stop posting. [Instagram] 4019",Harassment
"No one likes you, just quit already. [Facebook] 8355",Harassment
Delete your account. Attention owner arm report thus every suddenly finish Republican class.,Harassment
"This is cringe, stop posting. [Discord] 1560",Harassment
Block me if you're scared. Different generation agency environmental improve environmental animal take where gas.,Harassment
Delete this while you still can. — Posted via Android [Comment ID: FB61484],Dissing
"This is cringe, stop posting. [Instagram] 9908",Harassment
Did you even think before uploading this garbage? Recent special beyond three fill cover drug though director.,Harassment
"Every time you speak, I lose brain cells. (8798)",Dissing
Block me if you're scared. Though stuff speech apply city onto provide first.,Harassment
You're the reason the internet is trash. [Instagram] 7626,Flaming/Trolling
"Your voice is so annoying, shut up. [Instagram] 2369",Harassment
"Keep crying, it's entertaining. [Instagram] 2922",Flaming/Trolling
The only thing you’ve mastered is being wrong. (5924),Dissing
This is the worst thing I've ever seen. [Discord] 6467,Harassment
"You're not iconic, you're just loud. 👎 [Post ID: IG76852]",Dissing
"You're so dumb, how do people even watch you? [Discord] 6677",Harassment
"Wow, Classic example of what NOT to do on YouTube. 💀 smh",Flaming/Trolling
Ratio incoming 💀 [Tweet ID: 202143],Dissing
Your comment gave me brain damage. [Instagram] 6280,Flaming/Trolling
"You're not funny, you're just loud. (2135)",Dissing
"Keep crying, it's entertaining. [Facebook] 4365",Flaming/Trolling
Imagine being this dumb. Seven chance bit each draw mind lay thing build wonder require.,Harassment
How do you have any followers? [Facebook] 5669,Harassment
Even your hashtags are embarrassed. 🚫 [Post ID: IG89501],Dissing
You're the reason the internet is trash. [Facebook] 4858,Flaming/Trolling
How do you have any followers? [Instagram] 7926,Harassment
Is that the best roast you got? [Instagram] 8412,Flaming/Trolling
"Try harder next time, clown. [Facebook] 4282",Flaming/Trolling
"Please, seek help. This tweet is tragic. [Tweet ID: 662544]",Dissing
"No one likes you, just quit already. [Discord] 4198",Harassment
Delete your account. Success run eye result improve.,Harassment
"Nice try, keyboard warrior. [Discord] 7195",Flaming/Trolling
Try using your brain next time. Hear your piece collection certainly good discover assume fall market news indicate people writer but.,Harassment
Trying hard for clout but it's not working. 😑 [Post ID: IG15284],Dissing
"Dude, Literally no one asked for this garbage. 😆 lmao",Flaming/Trolling
"Try harder next time, clown. [Discord] 2583",Flaming/Trolling
This tweet deserves jail time. [Tweet ID: 438393],Dissing
"Your voice is so annoying, shut up. [Instagram] 9801",Harassment
Block me if you're scared. Really push garden size field up whom simply positive industry will us size ahead.,Harassment
I had secondhand embarrassment reading this. [Tweet ID: 590075],Dissing
Imagine being this dumb. Fund hour behavior major support single.,Harassment
"Nice try, keyboard warrior. [Discord] 6037",Flaming/Trolling
Ratio incoming 💀 [Tweet ID: 538467],Dissing
Literally nobody asked. Understand fish by hit camera onto economy single develop seek wonder.,Harassment
Your comment gave me brain damage. [Facebook] 6525,Flaming/Trolling
Try using your brain next time. Book better Mrs man PM bag serve owner local foot.,Harassment
You must be fun at parties… not. [Instagram] 5020,Flaming/Trolling
You're the reason the internet is trash. [Instagram] 3379,Flaming/Trolling
You sound like a dying animal. [Instagram] 2228,Harassment
You're ugly and talentless. [Discord] 2068,Harassment
You just wasted everyone's time with this. — Posted via iPhone [Comment ID: FB40895],Dissing
You really thought this was a good take? [Discord] 3876,Flaming/Trolling
Did your cat walk on your keyboard? [Facebook] 3139,Flaming/Trolling
"Wow, You're the worst YouTuber I've ever seen. 💀 ngl",Flaming/Trolling
Why do you even try? You're pathetic. [Instagram] 5500,Harassment
"Your voice is so annoying, shut up. [Facebook] 4298",Harassment
This post is why I stopped scrolling. 😑 [Post ID: IG37026],Dissing
Delete your account. Themselves man beyond many history have where crime note open.,Harassment
You've officially outdone yourself—in a bad way. — Posted via Android [Comment ID: FB64336],Dissing
"No one likes you, just quit already. [Instagram] 8124",Harassment
You're the final boss of cringe. (6318),Dissing
Is that the best roast you got? [Facebook] 3780,Flaming/Trolling
Did you film this with a potato? — Posted via iPhone [Comment ID: FB22268],Dissing
This is why I lost faith in humanity. — Posted via Android [Comment ID: FB52191],Dissing
Nobody cares about your opinion. [Discord] 1155,Harassment
Nobody cares about your opinion. [Instagram] 2477,Harassment
Bold of you to speak with that IQ. (3426),Dissing
Did you film this with a potato? — Posted via Web [Comment ID: FB45095],Dissing
Instagram should charge you for this post. 😑 [Post ID: IG12385],Dissing
"Nice try, keyboard warrior. [Facebook] 3794",Flaming/Trolling
"Nice try, keyboard warrior. [Discord] 2051",Flaming/Trolling
"This is cringe, stop posting. [Instagram] 2221",Harassment
Ratio incoming 💀 [Tweet ID: 312196],Dissing
"Nice try, keyboard warrior. [Instagram] 8970",Flaming/Trolling
This is the worst thing I've seen today. [Comment ID: 9711],Dissing
This tweet gave me a virtual rash. [Tweet ID: 666737],Dissing
"Keep crying, it's entertaining. [Facebook] 3327",Flaming/Trolling
"Try harder next time, clown. [Instagram] 6969",Flaming/Trolling
"Nice try, keyboard warrior. [Instagram] 2308",Flaming/Trolling
Trying hard for clout but it's not working. 🙃 [Post ID: IG49536],Dissing
Even boomers would scroll past this nonsense. — Posted via iPhone [Comment ID: FB73661],Dissing
Nobody cares about your opinion. [Discord] 7673,Harassment
This is the worst thing I've ever seen. [Facebook] 1426,Harassment
"Dude, This video is trash, just like your channel. 🙄",Flaming/Trolling
"Try harder next time, clown. [Facebook] 5612",Flaming/Trolling
"Nice try, keyboard warrior. [Facebook] 7989",Flaming/Trolling
How do you have any followers? [Discord] 7067,Harassment
Every word here is a mistake. — Posted via Web [Comment ID: FB99161],Dissing
This tweet aged like spoiled milk. — Posted via Android [Comment ID: FB84152],Dissing
You argue like it's your full-time job—and you're still bad at it. (5540),Dissing
This tweet belongs in the trash. — Posted via Android [Comment ID: FB19306],Dissing
Trying hard for clout but it's not working. 👎 [Post ID: IG86602],Dissing
You really thought this was a good take? [Instagram] 9123,Flaming/Trolling
Come back when you have a real argument. [Discord] 2806,Flaming/Trolling
You sound like a dying animal. [Facebook] 8708,Harassment
"Keep crying, it's entertaining. [Instagram] 7727",Flaming/Trolling
You've officially outdone yourself—in a bad way. — Posted via Android [Comment ID: FB71799],Dissing
Keep embarrassing yourself. Public her which probably science language friend writer bill behavior cup.,Harassment
Your comment gave me brain damage. [Instagram] 5992,Flaming/Trolling
Every reply to this is just people facepalming. [Tweet ID: 687247],Dissing
"You're so dumb, how do people even watch you? [Facebook] 5076",Harassment
